,Storm identification number,storm name,monthdaytime,year,latitude (deg N),longitude (deg W),maximum wind speed (kt),minimum central pressure (hPa),radius of maximum wind speed (nm),eye diameter (nm),pressure of the outer closed isobar (hPa),radius of the outer closed isobar (nm),radii (nm) of 34 kt wind to the NE,radii (nm) of 34 kt wind to the SE,radii (nm) of 34 kt wind to the SW,radii (nm) of 34 kt wind to the NW,radii (nm) of 50 kt wind to the NE,radii (nm) of 50 kt wind to the SE,radii (nm) of 50 kt wind to the SW,radii (nm) of 50 kt wind to the NW,radii (nm) of 64 kt wind to the NE,radii (nm) of 64 kt wind to the SE,radii (nm) of 64 kt wind to the SW,radii (nm) of 64 kt wind to the NW,storm type code,distance to the nearest major landmass (km)
7407,AL2505 ,WILMA     ,102118,2005,20.3,86.7,120,926,20.0,25.0,1008.0,250.0,175.0,175.0,120.0,150.0,100.0,100.0,75.0,100.0,75.0,75.0,60.0,75.0,* ,57.0
7408,AL2505 ,WILMA     ,102200,2005,20.6,86.8,120,930,15.0,25.0,1008.0,250.0,175.0,175.0,120.0,150.0,100.0,100.0,75.0,100.0,75.0,75.0,60.0,75.0,* ,28.0
7409,AL2505 ,WILMA     ,102206,2005,20.8,87.0,110,935,15.0,20.0,1008.0,250.0,175.0,175.0,120.0,150.0,100.0,100.0,75.0,100.0,75.0,75.0,60.0,75.0,* ,-2.0
7410,AL2505 ,WILMA     ,102212,2005,21.0,87.1,100,947,20.0,,1008.0,250.0,175.0,175.0,120.0,150.0,100.0,100.0,75.0,100.0,75.0,75.0,60.0,75.0,* ,-21.0
7411,AL2505 ,WILMA     ,102218,2005,21.3,87.1,85,958,30.0,75.0,1008.0,250.0,175.0,175.0,120.0,150.0,100.0,100.0,75.0,100.0,75.0,75.0,50.0,75.0,* ,-21.0
7412,AL2505 ,WILMA     ,102300,2005,21.6,87.0,85,960,30.0,70.0,1008.0,250.0,175.0,175.0,120.0,150.0,100.0,100.0,75.0,90.0,60.0,60.0,50.0,60.0,* ,11.0
7413,AL2505 ,WILMA     ,102306,2005,21.8,86.8,85,962,30.0,,1008.0,300.0,175.0,175.0,125.0,175.0,100.0,100.0,75.0,90.0,60.0,60.0,40.0,40.0,* ,39.0
7414,AL2505 ,WILMA     ,102312,2005,22.4,86.1,85,961,30.0,65.0,1005.0,300.0,200.0,200.0,125.0,175.0,100.0,100.0,75.0,90.0,60.0,60.0,40.0,40.0,* ,136.0
7415,AL2505 ,WILMA     ,102318,2005,23.1,85.4,90,963,30.0,55.0,1005.0,300.0,200.0,200.0,150.0,150.0,125.0,125.0,90.0,90.0,65.0,75.0,50.0,50.0,* ,137.0
7416,AL2505 ,WILMA     ,102400,2005,24.0,84.3,95,958,30.0,45.0,1005.0,300.0,200.0,200.0,150.0,150.0,125.0,125.0,90.0,90.0,65.0,75.0,50.0,50.0,* ,155.0
7417,AL2505 ,WILMA     ,102406,2005,25.0,83.1,110,953,30.0,65.0,1005.0,300.0,200.0,200.0,175.0,150.0,125.0,125.0,100.0,90.0,75.0,80.0,75.0,50.0,* ,172.0
7418,AL2505 ,WILMA     ,102412,2005,26.2,81.0,95,950,30.0,,1005.0,300.0,200.0,225.0,200.0,150.0,125.0,150.0,100.0,90.0,75.0,90.0,75.0,40.0,* ,-59.0
7419,AL2505 ,WILMA     ,102418,2005,28.0,78.8,105,955,35.0,50.0,1005.0,300.0,200.0,225.0,200.0,150.0,125.0,150.0,100.0,90.0,75.0,90.0,75.0,40.0,* ,159.0
7420,AL2505 ,WILMA     ,102500,2005,30.1,76.0,110,955,35.0,60.0,1005.0,300.0,200.0,225.0,250.0,150.0,125.0,150.0,100.0,90.0,75.0,90.0,75.0,40.0,* ,462.0
7421,AL2505 ,WILMA     ,102506,2005,33.3,72.0,100,963,35.0,,1005.0,300.0,200.0,275.0,375.0,150.0,125.0,150.0,100.0,75.0,75.0,90.0,60.0,40.0,* ,429.0
7422,AL2505 ,WILMA     ,102512,2005,36.8,67.9,90,970,35.0,,1005.0,300.0,200.0,300.0,375.0,175.0,125.0,150.0,100.0,75.0,75.0,90.0,60.0,40.0,* ,585.0
7423,AL2505 ,WILMA     ,102518,2005,40.5,63.5,75,976,45.0,,1005.0,300.0,200.0,300.0,375.0,175.0,125.0,150.0,100.0,75.0,60.0,75.0,45.0,45.0,* ,372.0
7424,AL2505 ,WILMA     ,102600,2005,42.5,60.0,60,978,,,,,200.0,300.0,375.0,175.0,125.0,150.0,100.0,75.0,0.0,0.0,0.0,0.0,E ,315.0
7425,AL2505 ,WILMA     ,102606,2005,44.0,57.5,55,982,,,,,200.0,300.0,375.0,175.0,125.0,150.0,100.0,75.0,0.0,0.0,0.0,0.0,E ,291.0
7426,AL2505 ,WILMA     ,102612,2005,45.0,55.0,50,986,,,,,200.0,300.0,375.0,175.0,125.0,150.0,100.0,75.0,0.0,0.0,0.0,0.0,E ,201.0
7427,AL2505 ,WILMA     ,102618,2005,45.5,52.0,40,990,,,,,200.0,300.0,375.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,158.0
7428,AL2605 ,ALPHA     ,102212,2005,15.8,67.5,30,1007,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,245.0
7429,AL2605 ,ALPHA     ,102218,2005,16.5,68.5,35,1005,30.0,,1008.0,175.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,179.0
7430,AL2605 ,ALPHA     ,102300,2005,17.3,69.6,45,1000,30.0,,1008.0,125.0,45.0,20.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,117.0
7431,AL2605 ,ALPHA     ,102306,2005,17.8,70.5,45,998,30.0,,1008.0,100.0,40.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,46.0
7432,AL2605 ,ALPHA     ,102312,2005,18.6,72.2,35,1002,25.0,,1008.0,100.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-11.0
7433,AL2605 ,ALPHA     ,102318,2005,19.8,72.7,30,1004,25.0,,1008.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-11.0
7434,AL2605 ,ALPHA     ,102400,2005,21.6,72.9,30,1004,25.0,,1008.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,189.0
7435,AL2605 ,ALPHA     ,102406,2005,23.5,73.0,30,1004,25.0,,1009.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,372.0
7436,AL2605 ,ALPHA     ,102412,2005,25.1,72.4,30,1004,25.0,,1008.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,557.0
7437,AL2605 ,ALPHA     ,102418,2005,27.9,70.8,30,1004,25.0,,1008.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,900.0
7438,AL2705 ,BETA      ,102618,2005,10.4,80.9,30,1007,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,151.0
7439,AL2705 ,BETA      ,102700,2005,10.7,81.1,30,1007,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,187.0
7440,AL2705 ,BETA      ,102706,2005,11.0,81.3,35,1005,20.0,,1011.0,150.0,30.0,30.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,199.0
7441,AL2705 ,BETA      ,102712,2005,11.3,81.3,45,1000,15.0,,1011.0,150.0,35.0,35.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,227.0
7442,AL2705 ,BETA      ,102718,2005,11.6,81.3,50,997,10.0,,1011.0,150.0,35.0,35.0,35.0,25.0,15.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,* ,256.0
7443,AL2705 ,BETA      ,102800,2005,11.9,81.2,50,995,10.0,,1011.0,150.0,35.0,35.0,35.0,25.0,15.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,* ,267.0
7444,AL2705 ,BETA      ,102806,2005,12.3,81.1,50,994,10.0,,1011.0,150.0,35.0,35.0,35.0,25.0,10.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,* ,266.0
7445,AL2705 ,BETA      ,102812,2005,12.8,81.0,50,993,10.0,,1011.0,150.0,35.0,35.0,35.0,25.0,10.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,* ,271.0
7446,AL2705 ,BETA      ,102818,2005,13.2,81.1,50,991,15.0,,1011.0,200.0,35.0,35.0,35.0,35.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,* ,252.0
7447,AL2705 ,BETA      ,102900,2005,13.4,81.2,60,988,15.0,15.0,1011.0,200.0,40.0,40.0,40.0,40.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,* ,233.0
7448,AL2705 ,BETA      ,102906,2005,13.6,81.4,70,985,10.0,10.0,1011.0,200.0,45.0,45.0,45.0,45.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0,* ,205.0
7449,AL2705 ,BETA      ,102912,2005,13.7,81.6,75,982,10.0,5.0,1011.0,200.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0,* ,181.0
7450,AL2705 ,BETA      ,102918,2005,13.7,82.1,75,980,10.0,10.0,1011.0,200.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0,* ,131.0
7451,AL2705 ,BETA      ,103000,2005,13.6,82.6,90,970,10.0,10.0,1011.0,200.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0,* ,93.0
7452,AL2705 ,BETA      ,103006,2005,13.3,83.1,100,962,10.0,10.0,1010.0,200.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0,* ,43.0
7453,AL2705 ,BETA      ,103012,2005,12.9,83.5,90,970,10.0,,1010.0,200.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0,* ,0.0
7454,AL2705 ,BETA      ,103018,2005,12.7,84.1,55,990,10.0,,1010.0,200.0,60.0,60.0,50.0,50.0,30.0,30.0,20.0,20.0,0.0,0.0,0.0,0.0,* ,-61.0
7455,AL2705 ,BETA      ,103100,2005,12.7,84.9,20,1000,15.0,,1010.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-145.0
7456,AL2805 ,GAMMA     ,111400,2005,13.2,62.1,30,1007,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,278.0
7457,AL2805 ,GAMMA     ,111406,2005,13.6,62.8,30,1006,30.0,,1011.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,322.0
7458,AL2805 ,GAMMA     ,111412,2005,13.8,63.4,30,1006,30.0,,1011.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,344.0
7459,AL2805 ,GAMMA     ,111418,2005,14.1,64.2,30,1005,30.0,,1010.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,378.0
7460,AL2805 ,GAMMA     ,111500,2005,14.2,65.0,30,1004,30.0,,1008.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,404.0
7461,AL2805 ,GAMMA     ,111506,2005,14.3,66.0,35,1004,30.0,,1008.0,150.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,409.0
7462,AL2805 ,GAMMA     ,111512,2005,14.4,67.1,35,1004,30.0,,1008.0,150.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,371.0
7463,AL2805 ,GAMMA     ,111518,2005,14.7,68.4,30,1005,30.0,,1008.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,337.0
7464,AL2805 ,GAMMA     ,111600,2005,14.8,69.9,30,1006,30.0,,1008.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,300.0
7465,AL2805 ,GAMMA     ,111606,2005,14.8,71.5,30,1006,30.0,,1008.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,256.0
7466,AL2805 ,GAMMA     ,111612,2005,14.7,73.1,25,1006,30.0,,1008.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,287.0
7467,AL2805 ,GAMMA     ,111618,2005,14.8,75.4,25,1006,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W ,344.0
7468,AL2805 ,GAMMA     ,111700,2005,15.0,77.6,25,1007,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W ,303.0
7469,AL2805 ,GAMMA     ,111706,2005,15.3,79.7,25,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W ,350.0
7470,AL2805 ,GAMMA     ,111712,2005,15.6,81.7,30,1007,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W ,174.0
7471,AL2805 ,GAMMA     ,111718,2005,15.8,83.1,30,1007,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W ,82.0
7472,AL2805 ,GAMMA     ,111800,2005,15.8,84.1,30,1007,30.0,,1008.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W ,9.0
7473,AL2805 ,GAMMA     ,111806,2005,15.7,84.8,30,1006,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W ,-19.0
7474,AL2805 ,GAMMA     ,111812,2005,15.5,85.5,30,1006,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W ,-38.0
7475,AL2805 ,GAMMA     ,111818,2005,15.7,85.6,35,1006,55.0,,1012.0,175.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-15.0
7476,AL2805 ,GAMMA     ,111900,2005,16.0,85.6,40,1005,45.0,,1012.0,175.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,18.0
7477,AL2805 ,GAMMA     ,111906,2005,16.1,85.6,40,1004,40.0,,1012.0,175.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,29.0
7478,AL2805 ,GAMMA     ,111912,2005,16.1,85.4,45,1002,40.0,,1012.0,175.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,27.0
7479,AL2805 ,GAMMA     ,111918,2005,16.2,85.2,40,1004,30.0,,1012.0,175.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,35.0
7480,AL2805 ,GAMMA     ,112000,2005,16.4,85.0,40,1005,35.0,,1012.0,175.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,56.0
7481,AL2805 ,GAMMA     ,112006,2005,16.6,85.0,35,1006,35.0,,1012.0,175.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,78.0
7482,AL2805 ,GAMMA     ,112012,2005,16.7,85.2,30,1007,35.0,,1012.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,91.0
7483,AL2805 ,GAMMA     ,112018,2005,16.9,85.5,30,1007,35.0,,1012.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,116.0
7484,AL2805 ,GAMMA     ,112100,2005,17.1,85.5,25,1008,35.0,,1012.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,138.0
7485,AL2805 ,GAMMA     ,112106,2005,17.0,85.2,25,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,124.0
7486,AL2805 ,GAMMA     ,112112,2005,16.7,84.8,25,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,91.0
7487,AL2805 ,GAMMA     ,112118,2005,16.4,84.3,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,65.0
7488,AL2805 ,GAMMA     ,112200,2005,15.4,83.5,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,22.0
7489,AL2905 ,DELTA     ,111912,2005,27.0,48.0,25,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2057.0
7490,AL2905 ,DELTA     ,111918,2005,26.7,47.5,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2089.0
7491,AL2905 ,DELTA     ,112000,2005,26.7,46.7,25,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2162.0
7492,AL2905 ,DELTA     ,112006,2005,27.2,45.9,25,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2257.0
7493,AL2905 ,DELTA     ,112012,2005,27.7,44.8,30,1007,150.0,,1014.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2235.0
7494,AL2905 ,DELTA     ,112018,2005,28.0,43.5,35,1003,,,,,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2244.0
7495,AL2905 ,DELTA     ,112100,2005,28.3,42.2,35,1000,,,,,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2259.0
7496,AL2905 ,DELTA     ,112106,2005,29.0,41.1,35,998,,,,,150.0,100.0,75.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2231.0
7497,AL2905 ,DELTA     ,112112,2005,29.9,40.1,35,996,,,,,150.0,100.0,75.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2184.0
7498,AL2905 ,DELTA     ,112118,2005,30.9,39.6,40,994,,,,,150.0,100.0,75.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2109.0
7499,AL2905 ,DELTA     ,112200,2005,31.5,40.1,40,992,,,,,150.0,100.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2027.0
7500,AL2905 ,DELTA     ,112206,2005,31.4,39.9,45,990,,,,,150.0,100.0,100.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2046.0
7501,AL2905 ,DELTA     ,112212,2005,31.2,39.8,45,988,,,,,175.0,125.0,125.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,2071.0
7502,AL2905 ,DELTA     ,112218,2005,30.7,40.5,45,986,,,,,175.0,150.0,150.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,2087.0
7503,AL2905 ,DELTA     ,112300,2005,29.9,40.9,45,984,,,,,200.0,200.0,200.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,2149.0
7504,AL2905 ,DELTA     ,112306,2005,28.8,41.3,45,983,,,,,250.0,200.0,225.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,2243.0
7505,AL2905 ,DELTA     ,112312,2005,27.4,41.2,50,983,,,,,250.0,200.0,250.0,275.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2390.0
7506,AL2905 ,DELTA     ,112318,2005,26.4,40.8,50,983,,,,,200.0,175.0,225.0,250.0,50.0,30.0,0.0,50.0,0.0,0.0,0.0,0.0,* ,2471.0
7507,AL2905 ,DELTA     ,112400,2005,25.5,40.2,55,982,30.0,,1007.0,400.0,175.0,150.0,200.0,225.0,50.0,30.0,30.0,50.0,0.0,0.0,0.0,0.0,* ,2402.0
7508,AL2905 ,DELTA     ,112406,2005,25.0,39.6,55,981,25.0,,1007.0,400.0,150.0,150.0,200.0,225.0,50.0,30.0,30.0,50.0,0.0,0.0,0.0,0.0,* ,2337.0
7509,AL2905 ,DELTA     ,112412,2005,24.8,39.0,60,980,25.0,,1007.0,400.0,150.0,180.0,175.0,200.0,60.0,60.0,60.0,50.0,0.0,0.0,0.0,0.0,* ,2275.0
7510,AL2905 ,DELTA     ,112418,2005,24.6,38.9,60,980,25.0,,1007.0,400.0,150.0,160.0,160.0,180.0,60.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,* ,2264.0
7511,AL2905 ,DELTA     ,112500,2005,24.1,39.0,60,980,25.0,,1007.0,400.0,140.0,140.0,140.0,160.0,60.0,60.0,60.0,70.0,0.0,0.0,0.0,0.0,* ,2272.0
7512,AL2905 ,DELTA     ,112506,2005,23.8,39.3,55,982,25.0,,1007.0,400.0,125.0,130.0,140.0,150.0,60.0,60.0,45.0,70.0,0.0,0.0,0.0,0.0,* ,2302.0
7513,AL2905 ,DELTA     ,112512,2005,23.3,39.6,55,982,30.0,,1009.0,450.0,120.0,120.0,140.0,140.0,50.0,50.0,30.0,50.0,0.0,0.0,0.0,0.0,* ,2331.0
7514,AL2905 ,DELTA     ,112518,2005,22.8,39.8,50,985,30.0,,1009.0,450.0,110.0,120.0,130.0,125.0,40.0,50.0,30.0,40.0,0.0,0.0,0.0,0.0,* ,2354.0
7515,AL2905 ,DELTA     ,112600,2005,22.3,39.8,45,989,30.0,,1009.0,450.0,100.0,125.0,125.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2357.0
7516,AL2905 ,DELTA     ,112606,2005,21.8,39.4,40,993,30.0,,1009.0,450.0,100.0,125.0,125.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2319.0
7517,AL2905 ,DELTA     ,112612,2005,22.0,38.4,35,997,30.0,,1009.0,450.0,100.0,125.0,125.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2215.0
7518,AL2905 ,DELTA     ,112618,2005,22.6,37.3,35,997,30.0,,1009.0,450.0,100.0,125.0,100.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2098.0
7519,AL2905 ,DELTA     ,112700,2005,23.5,35.8,35,998,40.0,,1009.0,450.0,100.0,100.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1944.0
7520,AL2905 ,DELTA     ,112706,2005,24.8,34.0,45,993,40.0,,1009.0,450.0,100.0,100.0,90.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1771.0
7521,AL2905 ,DELTA     ,112712,2005,26.7,31.9,60,982,40.0,,1009.0,450.0,120.0,120.0,90.0,120.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,1606.0
7522,AL2905 ,DELTA     ,112718,2005,28.3,29.9,60,982,40.0,,1009.0,450.0,120.0,120.0,90.0,120.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,1483.0
7523,AL2905 ,DELTA     ,112800,2005,29.1,27.5,60,983,50.0,,1010.0,350.0,120.0,120.0,90.0,120.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,* ,1302.0
7524,AL2905 ,DELTA     ,112806,2005,29.9,24.8,60,984,50.0,,1008.0,300.0,125.0,150.0,100.0,125.0,60.0,100.0,75.0,60.0,0.0,0.0,0.0,0.0,* ,1104.0
7525,AL2905 ,DELTA     ,112812,2005,30.2,21.6,60,985,60.0,,1008.0,300.0,125.0,165.0,165.0,125.0,60.0,110.0,90.0,65.0,0.0,0.0,0.0,0.0,E ,842.0
7526,AL2905 ,DELTA     ,112818,2005,30.2,18.2,60,986,60.0,,1008.0,300.0,125.0,180.0,210.0,125.0,60.0,120.0,90.0,75.0,0.0,0.0,0.0,0.0,E ,566.0
7527,AL2905 ,DELTA     ,112900,2005,30.2,14.6,55,988,,,,,125.0,165.0,150.0,105.0,60.0,90.0,75.0,60.0,0.0,0.0,0.0,0.0,E ,299.0
7528,AL2905 ,DELTA     ,112906,2005,30.7,10.9,50,992,,,,,125.0,150.0,100.0,90.0,60.0,75.0,60.0,45.0,0.0,0.0,0.0,0.0,E ,96.0
7529,AL2905 ,DELTA     ,112912,2005,32.6,6.6,35,1000,,,,,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,-152.0
7530,AL2905 ,DELTA     ,112918,2005,35.3,1.0,30,1003,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,-57.0
7531,AL3005 ,EPSILON   ,112906,2005,31.5,49.2,45,993,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1722.0
7532,AL3005 ,EPSILON   ,112912,2005,31.6,50.0,45,993,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1699.0
7533,AL3005 ,EPSILON   ,112918,2005,31.4,50.8,45,993,100.0,,1006.0,350.0,90.0,0.0,130.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1712.0
7534,AL3005 ,EPSILON   ,113000,2005,31.4,51.5,45,993,30.0,,1006.0,350.0,90.0,30.0,130.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1706.0
7535,AL3005 ,EPSILON   ,113006,2005,31.1,52.5,50,992,30.0,,1006.0,350.0,0.0,0.0,150.0,180.0,,,,,0.0,0.0,0.0,0.0,* ,1734.0
7536,AL3005 ,EPSILON   ,113012,2005,30.8,53.5,55,991,30.0,,1006.0,350.0,80.0,60.0,100.0,190.0,0.0,0.0,30.0,35.0,0.0,0.0,0.0,0.0,* ,1736.0
7537,AL3005 ,EPSILON   ,113018,2005,30.1,54.2,50,991,30.0,,1006.0,350.0,100.0,60.0,120.0,190.0,25.0,25.0,30.0,35.0,0.0,0.0,0.0,0.0,* ,1754.0
7538,AL3005 ,EPSILON   ,120100,2005,29.7,53.8,50,992,30.0,,1006.0,350.0,100.0,75.0,120.0,150.0,25.0,25.0,30.0,35.0,0.0,0.0,0.0,0.0,* ,1750.0
7539,AL3005 ,EPSILON   ,120106,2005,30.0,52.7,50,992,30.0,,1006.0,350.0,100.0,100.0,100.0,100.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,* ,1847.0
